Ship Mode,Segment,Country,City,State,Postal Code,Region,Category,Sales,Sub-Category,Quantity,Discount,Profit
Standard Class,Consumer,United States,Los Angeles,California,90032,West,Furniture,917.9235,Bookcases,9,0.15,75.5937
Standard Class,Consumer,United States,Los Angeles,California,90032,West,Office Supplies,38.88,Paper,6,0,19.0512
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,631.176,Binders,4,0.7,-462.8624
Standard Class,Corporate,United States,San Francisco,California,94110,West,Office Supplies,12.96,Paper,2,0,6.2208
Standard Class,Corporate,United States,Bakersfield,California,93309,West,Office Supplies,12.96,Paper,2,0,6.2208
Standard Class,Corporate,United States,Bakersfield,California,93309,West,Office Supplies,23.2,Binders,5,0.2,8.12
Standard Class,Corporate,United States,Houston,Texas,77095,Central,Office Supplies,25.92,Paper,5,0.2,9.072
Standard Class,Corporate,United States,Houston,Texas,77095,Central,Office Supplies,21.312,Fasteners,6,0.2,7.1928
Standard Class,Home Office,United States,Los Angeles,California,90045,West,Technology,173.656,Phones,7,0.2,17.3656
Standard Class,Home Office,United States,Los Angeles,California,90045,West,Office Supplies,361.96,Appliances,2,0,101.3488
Standard Class,Home Office,United States,Los Angeles,California,90045,West,Technology,62.85,Accessories,3,0,13.1985
Standard Class,Home Office,United States,Los Angeles,California,90045,West,Technology,818.376,Phones,3,0.2,51.1485
Standard Class,Home Office,United States,Los Angeles,California,90045,West,Office Supplies,20.34,Storage,1,0,0.2034
Standard Class,Home Office,United States,Los Angeles,California,90045,West,Furniture,23.99,Furnishings,1,0,5.5177
Standard Class,Consumer,United States,Los Angeles,California,90036,West,Furniture,171.288,Tables,3,0.2,-6.4233
Standard Class,Corporate,United States,Springfield,Missouri,65807,Central,Furniture,37.3,Furnishings,2,0,17.158
Standard Class,Corporate,United States,Springfield,Missouri,65807,Central,Office Supplies,81.96,Binders,2,0,39.3408
First Class,Consumer,United States,Phoenix,Arizona,85023,West,Office Supplies,54.792,Binders,6,0.7,-40.1808
First Class,Consumer,United States,Houston,Texas,77070,Central,Office Supplies,10.784,Storage,1,0.2,0.8088
Second Class,Consumer,United States,Hampton,Virginia,23666,South,Furniture,290.98,Chairs,1,0,75.6548
Standard Class,Home Office,United States,Tulsa,Oklahoma,74133,Central,Office Supplies,36.44,Art,4,0,12.0252
Standard Class,Consumer,United States,Seattle,Washington,98105,West,Office Supplies,21.4,Paper,5,0,10.058
Standard Class,Consumer,United States,Seattle,Washington,98105,West,Office Supplies,48.664,Binders,7,0.2,15.8158
Standard Class,Consumer,United States,San Francisco,California,94109,West,Office Supplies,16.56,Art,4,0,6.9552
Standard Class,Corporate,United States,Jacksonville,Florida,32216,South,Office Supplies,1347.52,Storage,8,0.2,84.22
Standard Class,Corporate,United States,Richmond,Indiana,47374,Central,Technology,62.31,Accessories,3,0,22.4316
Standard Class,Corporate,United States,Richmond,Indiana,47374,Central,Furniture,20.32,Furnishings,4,0,6.9088
Second Class,Corporate,United States,Louisville,Colorado,80027,West,Office Supplies,9.432,Fasteners,3,0.2,3.0654
Standard Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,34.86,Labels,7,0,16.0356
Standard Class,Consumer,United States,New York City,New York,10024,East,Furniture,89.34,Furnishings,6,0,24.1218
Standard Class,Home Office,United States,Rome,New York,13440,East,Technology,269.98,Phones,2,0,67.495
Standard Class,Home Office,United States,Rome,New York,13440,East,Office Supplies,99.9,Paper,5,0,47.952
Standard Class,Home Office,United States,Rome,New York,13440,East,Furniture,39.08,Furnishings,4,0,14.4596
Second Class,Corporate,United States,Marion,Ohio,43302,East,Technology,116.832,Accessories,4,0.2,33.5892
Standard Class,Consumer,United States,Houston,Texas,77041,Central,Office Supplies,2.296,Binders,2,0.8,-3.9032
First Class,Consumer,United States,New York City,New York,10009,East,Furniture,408.006,Chairs,2,0.1,72.5344
First Class,Consumer,United States,New York City,New York,10009,East,Office Supplies,40.44,Storage,3,0,10.5144
Same Day,Home Office,United States,Manteca,California,95336,West,Furniture,122.352,Chairs,3,0.2,13.7646
Same Day,Home Office,United States,Manteca,California,95336,West,Office Supplies,15.28,Envelopes,2,0,7.4872
Standard Class,Corporate,United States,Los Angeles,California,90004,West,Office Supplies,11.96,Paper,2,0,5.8604
Standard Class,Home Office,United States,Seattle,Washington,98115,West,Furniture,15.84,Furnishings,3,0,4.9104
Standard Class,Home Office,United States,Seattle,Washington,98115,West,Office Supplies,86.376,Binders,3,0.2,30.2316
Standard Class,Home Office,United States,Seattle,Washington,98115,West,Office Supplies,18.24,Art,3,0,6.2016
Standard Class,Home Office,United States,Seattle,Washington,98115,West,Office Supplies,13.12,Art,4,0,4.3296
Standard Class,Corporate,United States,Providence,Rhode Island,2908,East,Technology,105.98,Phones,2,0,1.0598
Standard Class,Corporate,United States,Providence,Rhode Island,2908,East,Furniture,493.92,Tables,7,0.3,-28.224
Standard Class,Corporate,United States,Chicago,Illinois,60653,Central,Office Supplies,5.936,Binders,7,0.8,-8.904
First Class,Consumer,United States,Oklahoma City,Oklahoma,73120,Central,Office Supplies,325.86,Envelopes,2,0,149.8956
Second Class,Consumer,United States,Chicago,Illinois,60610,Central,Furniture,383.607,Chairs,9,0.3,-5.4801
Second Class,Consumer,United States,Chicago,Illinois,60610,Central,Technology,148.48,Phones,2,0.2,16.704
Second Class,Consumer,United States,Chicago,Illinois,60610,Central,Technology,537.544,Phones,7,0.2,53.7544
Second Class,Consumer,United States,Chicago,Illinois,60610,Central,Office Supplies,1.928,Binders,2,0.8,-2.9884
Second Class,Consumer,United States,Chicago,Illinois,60610,Central,Office Supplies,6.912,Art,3,0.2,0.6912
Second Class,Consumer,United States,Chicago,Illinois,60610,Central,Furniture,7.76,Furnishings,1,0.6,-2.134
Second Class,Consumer,United States,Chicago,Illinois,60610,Central,Technology,659.168,Phones,4,0.2,49.4376
First Class,Consumer,United States,Manchester,Connecticut,6040,East,Office Supplies,5.76,Labels,2,0,2.8224
Standard Class,Corporate,United States,Los Angeles,California,90049,West,Furniture,351.216,Tables,3,0.2,4.3902
Standard Class,Consumer,United States,San Francisco,California,94122,West,Furniture,230.28,Chairs,3,0.2,23.028
Standard Class,Consumer,United States,San Francisco,California,94122,West,Office Supplies,12.84,Paper,3,0,5.778
Second Class,Consumer,United States,La Crosse,Wisconsin,54601,Central,Office Supplies,56.82,Binders,3,0,28.41
First Class,Consumer,United States,Florence,South Carolina,29501,South,Office Supplies,31.56,Fasteners,4,0,14.202
First Class,Consumer,United States,Florence,South Carolina,29501,South,Office Supplies,27.92,Storage,4,0,0.5584
Standard Class,Consumer,United States,Glendale,Arizona,85301,West,Office Supplies,8.559,Binders,1,0.7,-6.5619
Standard Class,Corporate,United States,El Paso,Texas,79907,Central,Office Supplies,49.568,Envelopes,2,0.2,17.9684
First Class,Consumer,United States,San Antonio,Texas,78207,Central,Furniture,127.869,Chairs,3,0.3,-9.1335
Second Class,Corporate,United States,Los Angeles,California,90049,West,Office Supplies,271.44,Envelopes,3,0,122.148
Second Class,Corporate,United States,Los Angeles,California,90049,West,Technology,110.352,Phones,3,0.2,8.2764
Second Class,Corporate,United States,Los Angeles,California,90049,West,Furniture,36.4,Furnishings,5,0,13.832
Standard Class,Home Office,United States,Miramar,Florida,33023,South,Furniture,419.136,Chairs,4,0.2,-57.6312
Standard Class,Corporate,United States,Mesa,Arizona,85204,West,Office Supplies,100.704,Storage,6,0.2,-1.2588
Standard Class,Consumer,United States,Fayetteville,North Carolina,28314,South,Office Supplies,45.216,Appliances,3,0.2,4.5216
Standard Class,Consumer,United States,Fayetteville,North Carolina,28314,South,Office Supplies,28.782,Binders,6,0.7,-21.1068
Standard Class,Consumer,United States,Fayetteville,North Carolina,28314,South,Office Supplies,24.448,Paper,4,0.2,8.8624
Standard Class,Consumer,United States,Houston,Texas,77095,Central,Office Supplies,10.476,Binders,6,0.8,-17.2854
Second Class,Home Office,United States,San Jose,California,95123,West,Furniture,76.14,Furnishings,3,0,26.649
Second Class,Home Office,United States,Wichita,Kansas,67212,Central,Office Supplies,21.24,Art,3,0,8.0712
Second Class,Home Office,United States,Wichita,Kansas,67212,Central,Office Supplies,127.96,Binders,2,0,60.1412
Standard Class,Home Office,United States,Los Angeles,California,90036,West,Technology,479.984,Copiers,2,0.2,89.997
Standard Class,Home Office,United States,Jackson,Michigan,49201,Central,Technology,657.93,Phones,7,0,184.2204
Standard Class,Home Office,United States,Jackson,Michigan,49201,Central,Furniture,33.48,Furnishings,4,0,8.7048
Standard Class,Home Office,United States,Jackson,Michigan,49201,Central,Office Supplies,13.9,Art,5,0,3.614
Standard Class,Home Office,United States,Jackson,Michigan,49201,Central,Office Supplies,26.86,Storage,2,0,6.715
Standard Class,Consumer,United States,Lewiston,Idaho,83501,West,Office Supplies,9.584,Binders,1,0.2,3.3544
Standard Class,Home Office,United States,Hampton,Virginia,23666,South,Office Supplies,113.1,Binders,3,0,56.55
Standard Class,Corporate,United States,New York City,New York,10035,East,Office Supplies,65.78,Paper,11,0,32.2322
Standard Class,Corporate,United States,Hattiesburg,Mississippi,39401,South,Technology,239.7,Accessories,6,0,105.468
First Class,Home Office,United States,Philadelphia,Pennsylvania,19140,East,Furniture,25.632,Furnishings,3,0.2,3.8448
First Class,Consumer,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,23.616,Labels,8,0.2,7.9704
Second Class,Corporate,United States,Los Angeles,California,90045,West,Office Supplies,8.26,Art,2,0,3.7996
Second Class,Home Office,United States,Danville,California,94526,West,Office Supplies,76.58,Envelopes,7,0,38.29
Second Class,Home Office,United States,Danville,California,94526,West,Office Supplies,8.8,Art,5,0,4.224
Second Class,Home Office,United States,Danville,California,94526,West,Office Supplies,590.352,Binders,6,0.2,206.6232
Second Class,Home Office,United States,Danville,California,94526,West,Office Supplies,5.58,Fasteners,3,0,0.1674
Second Class,Home Office,United States,Danville,California,94526,West,Furniture,25.02,Furnishings,3,0,10.5084
Second Class,Home Office,United States,Danville,California,94526,West,Office Supplies,452.55,Storage,7,0,22.6275
Standard Class,Corporate,United States,Los Angeles,California,90004,West,Office Supplies,17.76,Supplies,2,0,4.9728
Standard Class,Corporate,United States,Los Angeles,California,90004,West,Technology,302.384,Phones,2,0.2,30.2384
Standard Class,Corporate,United States,Los Angeles,California,90004,West,Furniture,146.352,Chairs,3,0.2,-5.4882
Standard Class,Corporate,United States,Los Angeles,California,90004,West,Office Supplies,7.9,Appliances,2,0,2.054
Standard Class,Corporate,United States,Los Angeles,California,90004,West,Furniture,902.712,Tables,3,0.2,33.8517
Standard Class,Corporate,United States,Los Angeles,California,90004,West,Office Supplies,53.97,Art,3,0,15.1116
Second Class,Home Office,United States,Washington,District of Columbia,20016,East,Office Supplies,33.92,Art,8,0,13.2288
Standard Class,Home Office,United States,Milwaukee,Wisconsin,53209,Central,Office Supplies,21.81,Supplies,3,0,5.8887
Standard Class,Home Office,United States,Milwaukee,Wisconsin,53209,Central,Office Supplies,91.6,Appliances,5,0,26.564
Standard Class,Home Office,United States,Baltimore,Maryland,21215,East,Furniture,150.98,Chairs,1,0,43.7842
Standard Class,Home Office,United States,Baltimore,Maryland,21215,East,Office Supplies,137.25,Envelopes,9,0,63.135
Standard Class,Home Office,United States,Baltimore,Maryland,21215,East,Office Supplies,11.52,Fasteners,4,0,5.4144
Second Class,Home Office,United States,Jacksonville,North Carolina,28540,South,Office Supplies,18.272,Paper,1,0.2,5.9384
Second Class,Home Office,United States,Jacksonville,North Carolina,28540,South,Office Supplies,153.728,Paper,4,0.2,53.8048
Second Class,Home Office,United States,Jacksonville,North Carolina,28540,South,Office Supplies,12.224,Envelopes,2,0.2,4.4312
Second Class,Home Office,United States,Jacksonville,North Carolina,28540,South,Technology,167.944,Accessories,7,0.2,50.3832
Standard Class,Consumer,United States,Rochester,New York,14609,East,Technology,45.99,Phones,1,0,13.3371
Standard Class,Consumer,United States,Rochester,New York,14609,East,Office Supplies,535.41,Storage,3,0,160.623
Standard Class,Consumer,United States,Rochester,New York,14609,East,Office Supplies,6.096,Binders,2,0.2,2.0574
Standard Class,Consumer,United States,Rochester,New York,14609,East,Office Supplies,45.36,Paper,7,0,21.7728
Standard Class,Consumer,United States,Oceanside,California,92054,West,Furniture,47.12,Furnishings,8,0,20.7328
Second Class,Corporate,United States,Gulfport,Mississippi,39503,South,Office Supplies,31.36,Binders,4,0,15.68
Standard Class,Consumer,United States,Jacksonville,Florida,32216,South,Office Supplies,47.616,Art,3,0.2,3.5712
Standard Class,Consumer,United States,Jacksonville,Florida,32216,South,Office Supplies,23.48,Paper,5,0.2,8.218
Standard Class,Home Office,United States,Houston,Texas,77070,Central,Office Supplies,62.79,Appliances,3,0.8,-166.3935
Standard Class,Home Office,United States,Houston,Texas,77070,Central,Office Supplies,28.44,Fasteners,9,0.2,4.266
Second Class,Corporate,United States,Houston,Texas,77095,Central,Technology,134.376,Accessories,3,0.2,6.7188
Standard Class,Home Office,United States,Everett,Massachusetts,2149,East,Technology,589.9,Phones,2,0,147.475
Standard Class,Home Office,United States,Everett,Massachusetts,2149,East,Furniture,542.94,Chairs,3,0,141.1644
First Class,Home Office,United States,Los Angeles,California,90049,West,Technology,2879.952,Copiers,6,0.2,1007.9832
First Class,Home Office,United States,Los Angeles,California,90049,West,Office Supplies,90.48,Binders,3,0.2,33.93
Second Class,Corporate,United States,Wilmington,Delaware,19805,East,Office Supplies,77.55,Storage,5,0,21.714
Standard Class,Consumer,United States,Columbia,Tennessee,38401,South,Office Supplies,8.832,Supplies,3,0.2,-1.9872
Standard Class,Consumer,United States,Columbia,Tennessee,38401,South,Office Supplies,177.536,Paper,4,0.2,62.1376
Standard Class,Consumer,United States,Columbia,Tennessee,38401,South,Office Supplies,258.48,Storage,2,0.2,-3.231
Standard Class,Consumer,United States,Columbia,Tennessee,38401,South,Furniture,14.136,Furnishings,3,0.2,4.2408
Standard Class,Corporate,United States,New York City,New York,10011,East,Office Supplies,77.55,Storage,5,0,20.163
Standard Class,Corporate,United States,New York City,New York,10011,East,Office Supplies,24.88,Storage,2,0,6.9664
Standard Class,Corporate,United States,New York City,New York,10011,East,Office Supplies,140.75,Art,5,0,39.41
Standard Class,Corporate,United States,New York City,New York,10011,East,Office Supplies,36.63,Storage,3,0,9.8901
Same Day,Consumer,United States,Mount Pleasant,Michigan,48858,Central,Furniture,17.14,Furnishings,2,0,6.1704
Second Class,Consumer,United States,San Francisco,California,94122,West,Office Supplies,51.75,Labels,5,0,24.84
Second Class,Consumer,United States,San Francisco,California,94122,West,Furniture,123.96,Furnishings,3,0,11.1564
Standard Class,Corporate,United States,San Francisco,California,94122,West,Furniture,586.398,Bookcases,6,0.15,34.494
Standard Class,Corporate,United States,San Francisco,California,94122,West,Office Supplies,80.98,Storage,1,0,3.2392
Standard Class,Corporate,United States,San Francisco,California,94122,West,Office Supplies,242.94,Storage,3,0,9.7176
